transaction_id,authorisation_id,card_id,product_id,transaction_datetime,settlement_date,transaction_type,merchant_id,mcc_code,transaction_amount,currency,interchange_amount,scheme_fee_amount,processor_fee_amount,net_settlement_amount,transaction_status
TXN-000084500,AUTH-000096620,CARD-0018011,PRD-00038,2026-04-12 12:13:13,2026-04-13,Purchase,MER-5541-2498,5541,15.38,USD,0.2218,0.0454,0.1271,14.99,Settled
TXN-000084501,AUTH-000096622,CARD-0017642,PRD-00038,2026-04-12 11:18:59,2026-04-13,Purchase,MER-5651-6982,5651,24.22,USD,0.1394,0.0545,0.1024,23.92,Settled
TXN-000084502,AUTH-000096623,CARD-0017608,PRD-00038,2026-04-12 20:16:27,2026-04-12,Purchase,MER-7832-7947,7832,12.16,USD,0.048,0.0314,0.1333,11.95,Settled
TXN-000084503,AUTH-000096625,CARD-0017247,PRD-00038,2026-04-12 11:47:13,2026-04-12,Purchase,MER-5200-5853,5200,28.71,USD,0.2736,0.0382,0.1402,28.26,Settled
TXN-000084504,AUTH-000096626,CARD-0017178,PRD-00038,2026-04-12 19:29:55,2026-04-12,Purchase,MER-5734-2587,5734,4.5,USD,0.0537,0.0083,0.0898,4.35,Settled
TXN-000084505,AUTH-000096627,CARD-0018004,PRD-00038,2026-04-12 21:07:05,2026-04-15,Purchase,MER-5812-3730,5812,11.96,USD,0.1216,0.0213,0.0973,11.72,Settled
TXN-000084506,AUTH-000096628,CARD-0017878,PRD-00038,2026-04-12 00:49:09,2026-04-12,Purchase,MER-5541-2498,5541,23.52,USD,0.2336,0.0664,0.146,23.07,Settled
TXN-000084507,AUTH-000096629,CARD-0017336,PRD-00038,2026-04-12 07:06:36,2026-04-13,Purchase,MER-5541-4915,5541,49.1,USD,0.4079,0.1167,0.0327,48.54,Settled
TXN-000084508,AUTH-000096630,CARD-0017774,PRD-00038,2026-04-12 14:52:14,2026-04-12,Reversal,MER-5999-6712,5999,9.34,USD,0.1098,0.0207,0.0469,9.16,Reversed
TXN-000084509,AUTH-000096631,CARD-0017466,PRD-00038,2026-04-12 01:19:10,2026-04-12,Purchase,MER-5541-4915,5541,12.04,USD,0.184,0.0277,0.0524,11.78,Settled
TXN-000084510,AUTH-000096632,CARD-0017301,PRD-00038,2026-04-13 10:34:44,2026-04-13,Purchase,MER-7832-7947,7832,6.04,USD,0.0928,0.0169,0.1152,5.82,Settled
TXN-000084511,AUTH-000096633,CARD-0017888,PRD-00038,2026-04-13 09:46:43,2026-04-15,Purchase,MER-4121-2373,4121,33.07,USD,0.2867,0.0392,0.0518,32.69,Settled
TXN-000084512,AUTH-000096634,CARD-0017517,PRD-00038,2026-04-13 17:43:10,2026-04-14,Purchase,MER-5541-8568,5541,10.11,USD,0.0301,0.008,0.1129,9.96,Settled
TXN-000084513,AUTH-000096635,CARD-0017754,PRD-00038,2026-04-13 09:10:19,2026-04-14,Purchase,MER-8220-6692,8220,8.39,USD,0.1062,0.0066,0.0764,8.2,Settled
TXN-000084514,AUTH-000096636,CARD-0017447,PRD-00038,2026-04-13 04:51:37,2026-04-15,Purchase,MER-5311-8236,5311,26.18,USD,0.3243,0.0575,0.0221,25.78,Settled
TXN-000084515,AUTH-000096637,CARD-0017792,PRD-00038,2026-04-13 19:36:22,2026-04-15,Purchase,MER-5999-5053,5999,37.67,USD,0.2793,0.0312,0.1133,37.25,Settled
TXN-000084516,AUTH-000096639,CARD-0017341,PRD-00038,2026-04-13 16:48:01,2026-04-14,Purchase,MER-7832-7947,7832,33.91,USD,0.2418,0.0989,0.0789,33.49,Settled
TXN-000084517,AUTH-000096640,CARD-0017377,PRD-00038,2026-04-13 03:08:11,2026-04-14,ATM Withdrawal,MER-6011-5763,6011,21.53,USD,0.0684,0.0508,0.0262,21.38,Settled
TXN-000084518,AUTH-000096641,CARD-0017291,PRD-00038,2026-04-13 17:26:54,2026-04-13,Purchase,MER-8011-7504,8011,32.94,USD,0.3264,0.0889,0.1372,32.39,Settled
TXN-000084519,AUTH-000096642,CARD-0017077,PRD-00038,2026-04-13 16:19:10,2026-04-13,Purchase,MER-5311-8236,5311,31.28,USD,0.4951,0.0444,0.1326,30.61,Settled
TXN-000084520,AUTH-000096643,CARD-0016920,PRD-00038,2026-04-13 10:46:28,2026-04-13,Purchase,MER-4511-7355,4511,11.1,USD,0.033,0.0064,0.0543,11.01,Settled
TXN-000084521,AUTH-000096644,CARD-0018049,PRD-00038,2026-04-13 18:42:40,2026-04-13,Purchase,MER-5311-8236,5311,57.93,USD,0.8417,0.1153,0.1339,56.84,Settled
TXN-000084522,AUTH-000096645,CARD-0017814,PRD-00038,2026-04-13 03:34:50,2026-04-13,Purchase,MER-8011-7504,8011,31.57,USD,0.4635,0.016,0.1495,30.94,Settled
TXN-000084523,AUTH-000096646,CARD-0017119,PRD-00038,2026-04-13 13:39:32,2026-04-14,Purchase,MER-5812-3730,5812,7.18,USD,0.1154,0.0184,0.0361,7.01,Settled
TXN-000084524,AUTH-000096647,CARD-0017159,PRD-00038,2026-04-13 17:46:56,2026-04-15,Purchase,MER-5812-8504,5812,26.0,USD,0.2077,0.0576,0.0968,25.64,Settled
TXN-000084525,AUTH-000096648,CARD-0017162,PRD-00038,2026-04-13 06:39:52,2026-04-14,Refund,MER-5964-8191,5964,-3.74,USD,0.0522,0.0062,0.0247,-3.74,Settled
TXN-000084526,AUTH-000096650,CARD-0017530,PRD-00038,2026-04-13 11:26:14,2026-04-13,Purchase,MER-4900-9383,4900,71.24,USD,1.1005,0.1764,0.0928,69.87,Settled
TXN-000084527,AUTH-000096651,CARD-0016961,PRD-00038,2026-04-13 13:48:50,2026-04-14,Purchase,MER-4814-5844,4814,5.39,USD,0.0116,0.0042,0.059,5.32,Settled
TXN-000084528,AUTH-000096653,CARD-0017129,PRD-00038,2026-04-13 01:24:30,2026-04-14,Purchase,MER-5999-5053,5999,94.05,USD,1.2448,0.1712,0.1262,92.51,Settled
TXN-000084529,AUTH-000096654,CARD-0017565,PRD-00038,2026-04-13 19:21:50,2026-04-15,Purchase,MER-4511-7980,4511,15.03,USD,0.1306,0.0338,0.1467,14.72,Settled
TXN-000084530,AUTH-000096655,CARD-0017990,PRD-00038,2026-04-13 13:42:30,2026-04-14,Purchase,MER-5541-8568,5541,19.95,USD,0.222,0.0421,0.1268,19.56,Settled
TXN-000084531,AUTH-000096656,CARD-0017524,PRD-00038,2026-04-13 06:11:45,2026-04-15,Purchase,MER-4511-7355,4511,14.03,USD,0.1259,0.014,0.1175,13.77,Settled
TXN-000084532,AUTH-000096662,CARD-0017928,PRD-00038,2026-04-13 14:24:23,2026-04-14,Purchase,MER-5541-4915,5541,36.32,USD,0.5658,0.0637,0.0254,35.67,Settled
TXN-000084533,AUTH-000096663,CARD-0016908,PRD-00038,2026-04-14 00:18:15,2026-04-16,Purchase,MER-5311-2389,5311,298.31,USD,5.0351,0.5616,0.0759,292.64,Settled
TXN-000084534,AUTH-000096664,CARD-0017194,PRD-00038,2026-04-14 10:52:45,2026-04-16,Purchase,MER-5411-3745,5411,48.75,USD,0.4778,0.0593,0.0616,48.15,Settled
TXN-000084535,AUTH-000096665,CARD-0017601,PRD-00038,2026-04-14 06:57:01,2026-04-14,Purchase,MER-5812-3730,5812,17.73,USD,0.1286,0.0121,0.084,17.51,Settled
TXN-000084536,AUTH-000096666,CARD-0017484,PRD-00038,2026-04-14 01:56:20,2026-04-16,Refund,MER-8011-7504,8011,-17.49,USD,0.0719,0.038,0.0768,-17.49,Settled
TXN-000084537,AUTH-000096667,CARD-0017159,PRD-00038,2026-04-14 01:22:24,2026-04-16,Purchase,MER-5200-4423,5200,6.2,USD,0.0996,0.0039,0.0936,6.0,Settled
TXN-000084538,AUTH-000096668,CARD-0017545,PRD-00038,2026-04-14 04:25:43,2026-04-14,Purchase,MER-5999-9885,5999,58.56,USD,0.74,0.1744,0.053,57.59,Settled
TXN-000084539,AUTH-000096669,CARD-0017782,PRD-00038,2026-04-14 20:02:38,2026-04-15,Purchase,MER-5541-8568,5541,23.19,USD,0.3105,0.0611,0.0389,22.78,Settled
TXN-000084540,AUTH-000096670,CARD-0017154,PRD-00038,2026-04-14 21:44:00,2026-04-17,Purchase,MER-6051-3440,6051,14.34,USD,0.0703,0.0401,0.1187,14.11,Settled
TXN-000084541,AUTH-000096671,CARD-0017857,PRD-00038,2026-04-14 14:09:46,2026-04-16,Purchase,MER-8220-6692,8220,107.42,USD,0.3566,0.0791,0.131,106.85,Settled
TXN-000084542,AUTH-000096672,CARD-0017002,PRD-00038,2026-04-14 18:47:19,2026-04-16,Purchase,MER-8011-7504,8011,32.63,USD,0.4178,0.0417,0.0877,32.08,Settled
TXN-000084543,AUTH-000096673,CARD-0017059,PRD-00038,2026-04-14 07:19:53,2026-04-15,Purchase,MER-4814-8963,4814,12.96,USD,0.1571,0.032,0.0342,12.74,Settled
TXN-000084544,AUTH-000096674,CARD-0017901,PRD-00038,2026-04-14 04:04:25,2026-04-15,Purchase,MER-5200-5853,5200,23.18,USD,0.1845,0.0266,0.1277,22.84,Settled
TXN-000084545,AUTH-000096677,CARD-0017108,PRD-00038,2026-04-14 22:32:13,2026-04-14,Purchase,MER-8220-1093,8220,11.75,USD,0.1509,0.0173,0.1483,11.43,Settled
TXN-000084546,AUTH-000096678,CARD-0017114,PRD-00038,2026-04-14 06:41:59,2026-04-14,Purchase,MER-5999-5053,5999,11.88,USD,0.0759,0.0112,0.1377,11.66,Settled
TXN-000084547,AUTH-000096679,CARD-0018074,PRD-00038,2026-04-14 06:16:07,2026-04-15,Purchase,MER-5732-2321,5732,12.24,USD,0.1636,0.0076,0.1333,11.94,Settled
TXN-000084548,AUTH-000096680,CARD-0017153,PRD-00038,2026-04-14 14:22:02,2026-04-14,Refund,MER-4900-9233,4900,-77.23,USD,1.2513,0.2266,0.1142,-77.23,Settled
TXN-000084549,AUTH-000096681,CARD-0017811,PRD-00038,2026-04-14 05:20:14,2026-04-15,Purchase,MER-4814-5844,4814,13.05,USD,0.1173,0.0372,0.0549,12.84,Settled
TXN-000084550,AUTH-000096682,CARD-0017726,PRD-00038,2026-04-14 01:50:33,2026-04-14,Purchase,MER-7832-7947,7832,57.99,USD,0.8088,0.0845,0.1428,56.95,Settled
TXN-000084551,AUTH-000096683,CARD-0017208,PRD-00038,2026-04-14 05:29:17,2026-04-14,ATM Withdrawal,MER-6011-5763,6011,28.38,USD,0.1799,0.0252,0.029,28.15,Settled
TXN-000084552,AUTH-000096684,CARD-0017517,PRD-00038,2026-04-14 08:38:00,2026-04-14,Purchase,MER-5964-1976,5964,23.77,USD,0.2375,0.0568,0.1237,23.35,Settled
TXN-000084553,AUTH-000096685,CARD-0017053,PRD-00038,2026-04-14 05:28:11,2026-04-14,ATM Withdrawal,MER-6011-5763,6011,41.41,USD,0.1328,0.0499,0.1407,41.09,Settled
TXN-000084554,AUTH-000096686,CARD-0016955,PRD-00038,2026-04-14 13:00:12,2026-04-16,Purchase,MER-7832-9582,7832,20.25,USD,0.2953,0.0452,0.1349,19.77,Settled
TXN-000084555,AUTH-000096687,CARD-0018031,PRD-00038,2026-04-14 00:09:08,2026-04-15,Purchase,MER-5541-8321,5541,9.44,USD,0.0436,0.0282,0.0496,9.32,Settled
TXN-000084556,AUTH-000096688,CARD-0017795,PRD-00038,2026-04-14 16:04:51,2026-04-15,Purchase,MER-5999-5053,5999,63.04,USD,0.8001,0.053,0.0388,62.15,Settled
TXN-000084557,AUTH-000096689,CARD-0017750,PRD-00038,2026-04-14 03:52:47,2026-04-14,Purchase,MER-6051-3440,6051,68.46,USD,1.0209,0.0415,0.118,67.28,Settled
TXN-000084558,AUTH-000096690,CARD-0017676,PRD-00038,2026-04-14 03:31:00,2026-04-14,Purchase,MER-5999-6712,5999,64.44,USD,0.6187,0.1911,0.0328,63.6,Settled
TXN-000084559,AUTH-000096691,CARD-0017365,PRD-00038,2026-04-14 17:46:21,2026-04-15,Purchase,MER-5411-8259,5411,38.94,USD,0.2782,0.0382,0.1022,38.52,Settled
TXN-000084560,AUTH-000096692,CARD-0017808,PRD-00038,2026-04-14 15:37:34,2026-04-15,Purchase,MER-4814-8963,4814,46.93,USD,0.2804,0.103,0.1287,46.42,Settled
TXN-000084561,AUTH-000096693,CARD-0017476,PRD-00038,2026-04-14 08:09:23,2026-04-15,ATM Withdrawal,MER-6011-9644,6011,59.92,USD,0.6162,0.1079,0.083,59.11,Settled
TXN-000084562,AUTH-000096695,CARD-0017157,PRD-00038,2026-04-15 13:16:27,2026-04-16,Purchase,MER-8011-1419,8011,3.97,USD,0.0273,0.0112,0.047,3.88,Settled
TXN-000084563,AUTH-000096696,CARD-0017553,PRD-00038,2026-04-15 09:43:38,2026-04-17,Purchase,MER-5999-6712,5999,8.04,USD,0.0305,0.0051,0.0901,7.91,Settled
TXN-000084564,AUTH-000096697,CARD-0017370,PRD-00038,2026-04-15 07:35:46,2026-04-17,Purchase,MER-5732-3674,5732,17.94,USD,0.2442,0.0232,0.0911,17.58,Settled
TXN-000084565,AUTH-000096698,CARD-0016986,PRD-00038,2026-04-15 00:22:29,2026-04-16,Purchase,MER-4121-1146,4121,16.98,USD,0.1225,0.0269,0.1491,16.68,Settled
TXN-000084566,AUTH-000096699,CARD-0017538,PRD-00038,2026-04-15 17:48:43,2026-04-15,Purchase,MER-5964-1976,5964,7.71,USD,0.0515,0.0149,0.0814,7.56,Settled
TXN-000084567,AUTH-000096700,CARD-0017338,PRD-00038,2026-04-15 02:16:36,2026-04-16,Purchase,MER-8011-1419,8011,4.11,USD,0.0293,0.0031,0.0691,4.01,Settled
TXN-000084568,AUTH-000096701,CARD-0017157,PRD-00038,2026-04-15 15:19:04,2026-04-15,Purchase,MER-5732-3674,5732,8.72,USD,0.0526,0.0089,0.093,8.57,Settled
TXN-000084569,AUTH-000096702,CARD-0017515,PRD-00038,2026-04-15 20:38:31,2026-04-16,Purchase,MER-5734-9401,5734,301.35,USD,4.8421,0.8741,0.0583,295.58,Settled
TXN-000084570,AUTH-000096703,CARD-0017709,PRD-00038,2026-04-15 07:18:39,2026-04-17,Purchase,MER-4511-7980,4511,46.23,USD,0.2121,0.0426,0.0581,45.92,Settled
TXN-000084571,AUTH-000096705,CARD-0017101,PRD-00038,2026-04-15 19:52:28,2026-04-17,Purchase,MER-5311-2389,5311,5.55,USD,0.0705,0.0067,0.0755,5.4,Settled
TXN-000084572,AUTH-000096706,CARD-0017095,PRD-00038,2026-04-15 19:03:46,2026-04-16,Purchase,MER-5732-2321,5732,141.75,USD,0.9817,0.2273,0.0291,140.51,Settled
TXN-000084573,AUTH-000096707,CARD-0017839,PRD-00038,2026-04-15 02:46:21,2026-04-15,Purchase,MER-6051-6516,6051,22.99,USD,0.3246,0.0617,0.1227,22.48,Settled
TXN-000084574,AUTH-000096708,CARD-0017530,PRD-00038,2026-04-15 21:24:54,2026-04-16,Purchase,MER-7832-9582,7832,22.67,USD,0.4062,0.015,0.1228,22.13,Settled
TXN-000084575,AUTH-000096709,CARD-0017140,PRD-00038,2026-04-15 18:07:28,2026-04-15,Purchase,MER-8011-1419,8011,38.57,USD,0.3941,0.1132,0.0354,38.03,Settled
TXN-000084576,AUTH-000096710,CARD-0017764,PRD-00038,2026-04-15 19:25:32,2026-04-17,Purchase,MER-5732-2321,5732,17.24,USD,0.0627,0.0337,0.1085,17.04,Settled
TXN-000084577,AUTH-000096711,CARD-0017769,PRD-00038,2026-04-15 07:54:18,2026-04-15,Purchase,MER-5964-1976,5964,15.07,USD,0.0829,0.0434,0.0778,14.87,Settled
TXN-000084578,AUTH-000096712,CARD-0017190,PRD-00038,2026-04-15 22:44:38,2026-04-16,Purchase,MER-5812-8517,5812,16.6,USD,0.2896,0.04,0.0249,16.25,Settled
TXN-000084579,AUTH-000096714,CARD-0017803,PRD-00038,2026-04-15 05:08:00,2026-04-15,Purchase,MER-7832-9582,7832,16.78,USD,0.2788,0.0286,0.0531,16.42,Settled
TXN-000084580,AUTH-000096715,CARD-0017256,PRD-00038,2026-04-15 18:02:02,2026-04-15,Purchase,MER-5999-6712,5999,10.97,USD,0.0621,0.0171,0.1081,10.78,Settled
TXN-000084581,AUTH-000096716,CARD-0017793,PRD-00038,2026-04-15 21:54:40,2026-04-17,Purchase,MER-5732-2321,5732,24.24,USD,0.2695,0.0196,0.022,23.93,Settled
TXN-000084582,AUTH-000096717,CARD-0017517,PRD-00038,2026-04-15 17:51:37,2026-04-15,Purchase,MER-5541-2498,5541,5.35,USD,0.0654,0.0029,0.1313,5.15,Settled
TXN-000084583,AUTH-000096718,CARD-0017489,PRD-00038,2026-04-15 22:49:15,2026-04-16,Purchase,MER-5651-6982,5651,35.49,USD,0.3436,0.0969,0.0295,35.02,Settled
TXN-000084584,AUTH-000096720,CARD-0018096,PRD-00038,2026-04-15 13:35:35,2026-04-17,Purchase,MER-8220-1093,8220,34.96,USD,0.3848,0.0811,0.0971,34.4,Settled
TXN-000084585,AUTH-000096721,CARD-0017519,PRD-00038,2026-04-15 18:27:26,2026-04-16,Purchase,MER-5999-6712,5999,65.13,USD,0.1821,0.0662,0.0987,64.78,Settled
TXN-000084586,AUTH-000096723,CARD-0018031,PRD-00038,2026-04-15 13:07:48,2026-04-16,Purchase,MER-7011-4383,7011,70.4,USD,0.4273,0.1155,0.0954,69.76,Settled
TXN-000084587,AUTH-000096724,CARD-0017405,PRD-00038,2026-04-15 01:31:42,2026-04-15,Purchase,MER-7832-7947,7832,38.78,USD,0.4029,0.0434,0.1145,38.22,Settled
TXN-000084588,AUTH-000096725,CARD-0017800,PRD-00038,2026-04-15 01:44:29,2026-04-17,Purchase,MER-5651-6982,5651,27.13,USD,0.3522,0.0511,0.1173,26.61,Settled
TXN-000084589,AUTH-000096726,CARD-0017032,PRD-00038,2026-04-15 19:11:32,2026-04-15,Refund,MER-5732-2321,5732,-23.62,USD,0.3075,0.0288,0.1082,-23.62,Settled
TXN-000084590,AUTH-000096727,CARD-0017059,PRD-00038,2026-04-15 14:58:18,2026-04-16,Purchase,MER-6051-6516,6051,7.14,USD,0.121,0.0041,0.0948,6.92,Settled
TXN-000084591,AUTH-000096728,CARD-0017267,PRD-00038,2026-04-15 03:36:06,2026-04-17,Purchase,MER-5311-2389,5311,82.98,USD,0.9434,0.1749,0.0623,81.8,Settled
TXN-000084592,AUTH-000096729,CARD-0017348,PRD-00038,2026-04-15 09:53:50,2026-04-16,Purchase,MER-5732-3674,5732,16.07,USD,0.2507,0.0332,0.101,15.69,Settled
TXN-000084593,AUTH-000096731,CARD-0018100,PRD-00038,2026-04-15 14:36:49,2026-04-17,Purchase,MER-8011-7504,8011,168.03,USD,2.4223,0.448,0.0691,165.09,Settled
TXN-000084594,AUTH-000096732,CARD-0017255,PRD-00038,2026-04-15 08:50:51,2026-04-16,Purchase,MER-5999-5053,5999,73.91,USD,1.1673,0.0469,0.0662,72.63,Settled
TXN-000084595,AUTH-000096734,CARD-0017286,PRD-00038,2026-04-15 08:26:14,2026-04-16,Purchase,MER-8011-1419,8011,10.81,USD,0.062,0.0193,0.1232,10.61,Settled
TXN-000084596,AUTH-000096735,CARD-0017639,PRD-00038,2026-04-15 07:16:11,2026-04-15,Purchase,MER-8011-7504,8011,25.27,USD,0.4105,0.0304,0.0863,24.74,Settled
TXN-000084597,AUTH-000096736,CARD-0017147,PRD-00038,2026-04-16 22:01:43,2026-04-18,Purchase,MER-5411-6841,5411,29.08,USD,0.1057,0.0632,0.1466,28.76,Settled
TXN-000084598,AUTH-000096737,CARD-0017468,PRD-00038,2026-04-16 09:44:43,2026-04-18,Purchase,MER-4900-9383,4900,31.99,USD,0.4121,0.0662,0.0601,31.45,Settled
TXN-000084599,AUTH-000096738,CARD-0017596,PRD-00038,2026-04-16 21:45:10,2026-04-17,Purchase,MER-5812-3477,5812,137.63,USD,0.5014,0.3701,0.0355,136.72,Settled
TXN-000084600,AUTH-000096739,CARD-0018097,PRD-00038,2026-04-16 03:56:58,2026-04-17,Purchase,MER-8011-7504,8011,49.86,USD,0.8467,0.0308,0.0721,48.91,Settled
TXN-000084601,AUTH-000096740,CARD-0017547,PRD-00038,2026-04-16 13:02:13,2026-04-17,Purchase,MER-5999-5053,5999,42.88,USD,0.6233,0.1039,0.1259,42.03,Settled
TXN-000084602,AUTH-000096741,CARD-0017519,PRD-00038,2026-04-16 17:41:23,2026-04-16,Purchase,MER-5200-4423,5200,16.59,USD,0.2459,0.0396,0.1408,16.16,Settled
TXN-000084603,AUTH-000096742,CARD-0017959,PRD-00038,2026-04-16 17:33:45,2026-04-16,Purchase,MER-8011-1419,8011,7.79,USD,0.1033,0.0062,0.0295,7.65,Settled
TXN-000084604,AUTH-000096743,CARD-0018014,PRD-00038,2026-04-16 17:44:27,2026-04-17,Purchase,MER-8220-6692,8220,3.77,USD,0.0404,0.0075,0.0582,3.66,Settled
TXN-000084605,AUTH-000096744,CARD-0017025,PRD-00038,2026-04-16 08:24:21,2026-04-17,Purchase,MER-5411-6841,5411,109.15,USD,1.511,0.1997,0.1114,107.33,Settled
TXN-000084606,AUTH-000096746,CARD-0016928,PRD-00038,2026-04-16 17:15:04,2026-04-17,Purchase,MER-5311-2389,5311,15.03,USD,0.1375,0.0287,0.0812,14.78,Settled
TXN-000084607,AUTH-000096747,CARD-0017614,PRD-00038,2026-04-16 14:28:50,2026-04-18,Purchase,MER-5734-2587,5734,7.07,USD,0.0329,0.0121,0.0318,6.99,Settled
TXN-000084608,AUTH-000096748,CARD-0017595,PRD-00038,2026-04-16 07:55:51,2026-04-16,Purchase,MER-5311-8236,5311,46.62,USD,0.6487,0.0251,0.088,45.86,Settled
TXN-000084609,AUTH-000096749,CARD-0017426,PRD-00038,2026-04-16 16:52:14,2026-04-16,ATM Withdrawal,MER-6011-9644,6011,31.97,USD,0.4023,0.0513,0.0509,31.47,Settled
TXN-000084610,AUTH-000096750,CARD-0017692,PRD-00038,2026-04-16 19:33:36,2026-04-18,Purchase,MER-4121-1146,4121,18.6,USD,0.2686,0.0312,0.0804,18.22,Settled
TXN-000084611,AUTH-000096751,CARD-0017882,PRD-00038,2026-04-16 13:55:57,2026-04-16,Purchase,MER-8011-7504,8011,27.55,USD,0.0565,0.035,0.0678,27.39,Settled
TXN-000084612,AUTH-000096752,CARD-0017749,PRD-00038,2026-04-16 23:03:46,2026-04-17,Purchase,MER-4121-2373,4121,7.21,USD,0.0337,0.0116,0.1246,7.04,Settled
TXN-000084613,AUTH-000096753,CARD-0018023,PRD-00038,2026-04-16 12:57:58,2026-04-16,Purchase,MER-7011-4383,7011,85.8,USD,1.4521,0.1721,0.0861,84.09,Settled
TXN-000084614,AUTH-000096754,CARD-0017860,PRD-00038,2026-04-16 00:45:18,2026-04-17,ATM Withdrawal,MER-6011-9644,6011,13.86,USD,0.0916,0.0394,0.0882,13.64,Settled
TXN-000084615,AUTH-000096755,CARD-0017915,PRD-00038,2026-04-16 13:25:39,2026-04-17,Purchase,MER-5812-3477,5812,56.43,USD,0.3822,0.1554,0.0302,55.86,Settled
TXN-000084616,AUTH-000096757,CARD-0018027,PRD-00038,2026-04-16 23:13:10,2026-04-17,Purchase,MER-5541-8568,5541,11.44,USD,0.0687,0.0112,0.0568,11.3,Settled
TXN-000084617,AUTH-000096758,CARD-0017245,PRD-00038,2026-04-16 00:51:24,2026-04-17,Purchase,MER-7832-9582,7832,19.68,USD,0.2352,0.059,0.1271,19.26,Settled
TXN-000084618,AUTH-000096759,CARD-0018080,PRD-00038,2026-04-16 12:40:55,2026-04-17,Purchase,MER-8220-6692,8220,11.36,USD,0.1994,0.0241,0.0663,11.07,Settled
TXN-000084619,AUTH-000096760,CARD-0017722,PRD-00038,2026-04-16 01:40:44,2026-04-18,Purchase,MER-5651-4855,5651,24.86,USD,0.092,0.0624,0.0752,24.63,Settled
TXN-000084620,AUTH-000096761,CARD-0017832,PRD-00038,2026-04-16 20:08:54,2026-04-16,Purchase,MER-4900-9233,4900,76.29,USD,0.9333,0.1392,0.0699,75.15,Settled
TXN-000084621,AUTH-000096762,CARD-0017227,PRD-00038,2026-04-16 19:35:09,2026-04-18,Purchase,MER-5651-4855,5651,36.63,USD,0.562,0.0296,0.1241,35.91,Settled
TXN-000084622,AUTH-000096764,CARD-0017876,PRD-00038,2026-04-16 22:44:43,2026-04-17,Purchase,MER-4121-1146,4121,13.81,USD,0.1184,0.0348,0.0922,13.56,Settled
TXN-000084623,AUTH-000096765,CARD-0017325,PRD-00038,2026-04-16 04:38:06,2026-04-17,Purchase,MER-5311-2389,5311,16.08,USD,0.1882,0.0335,0.0246,15.83,Settled
TXN-000084624,AUTH-000096766,CARD-0017702,PRD-00038,2026-04-16 23:14:01,2026-04-17,Purchase,MER-5964-1976,5964,21.92,USD,0.1549,0.0591,0.1485,21.56,Settled
TXN-000084625,AUTH-000096767,CARD-0017712,PRD-00038,2026-04-16 18:43:29,2026-04-18,Purchase,MER-7011-3492,7011,46.05,USD,0.1649,0.0871,0.1196,45.68,Settled
TXN-000084626,AUTH-000096768,CARD-0016902,PRD-00038,2026-04-16 12:21:23,2026-04-17,Purchase,MER-5734-9156,5734,13.3,USD,0.2242,0.0192,0.0818,12.97,Settled
TXN-000084627,AUTH-000096769,CARD-0018014,PRD-00038,2026-04-16 13:11:44,2026-04-17,Purchase,MER-5812-3730,5812,29.49,USD,0.1528,0.0195,0.0559,29.26,Settled
TXN-000084628,AUTH-000096770,CARD-0017220,PRD-00038,2026-04-16 08:06:28,2026-04-18,Purchase,MER-7011-4383,7011,16.45,USD,0.2691,0.0135,0.0248,16.14,Settled
TXN-000084629,AUTH-000096771,CARD-0017595,PRD-00038,2026-04-16 04:36:15,2026-04-16,Purchase,MER-5411-6841,5411,5.76,USD,0.0194,0.0094,0.0833,5.65,Settled
TXN-000084630,AUTH-000096772,CARD-0017982,PRD-00038,2026-04-16 08:08:27,2026-04-16,Purchase,MER-5651-4855,5651,10.83,USD,0.1076,0.023,0.0212,10.68,Settled
TXN-000084631,AUTH-000096773,CARD-0017258,PRD-00038,2026-04-16 08:12:18,2026-04-17,Purchase,MER-5999-6712,5999,13.08,USD,0.1728,0.0251,0.0469,12.84,Settled
TXN-000084632,AUTH-000096774,CARD-0017027,PRD-00038,2026-04-16 11:50:33,2026-04-17,Purchase,MER-7832-9582,7832,16.6,USD,0.2637,0.0102,0.0821,16.24,Settled
TXN-000084633,AUTH-000096776,CARD-0018070,PRD-00038,2026-04-16 05:52:10,2026-04-16,Purchase,MER-4900-9233,4900,14.29,USD,0.0975,0.0326,0.1122,14.05,Settled
TXN-000084634,AUTH-000096777,CARD-0017456,PRD-00038,2026-04-17 21:14:21,2026-04-19,Purchase,MER-7832-9582,7832,12.24,USD,0.1931,0.0086,0.087,11.95,Settled
TXN-000084635,AUTH-000096778,CARD-0018022,PRD-00038,2026-04-17 14:27:52,2026-04-17,ATM Withdrawal,MER-6011-9644,6011,92.35,USD,1.389,0.1054,0.1149,90.74,Settled
TXN-000084636,AUTH-000096779,CARD-0017467,PRD-00038,2026-04-17 19:29:27,2026-04-20,ATM Withdrawal,MER-6011-5763,6011,42.85,USD,0.72,0.0961,0.0234,42.01,Settled
TXN-000084637,AUTH-000096780,CARD-0017748,PRD-00038,2026-04-17 01:05:54,2026-04-19,Purchase,MER-5734-2587,5734,72.84,USD,0.5811,0.0632,0.074,72.12,Settled
TXN-000084638,AUTH-000096781,CARD-0017109,PRD-00038,2026-04-17 04:52:50,2026-04-19,Purchase,MER-5734-9401,5734,7.42,USD,0.0574,0.0166,0.1167,7.23,Settled
TXN-000084639,AUTH-000096782,CARD-0018084,PRD-00038,2026-04-17 08:08:55,2026-04-18,Purchase,MER-5200-5853,5200,27.43,USD,0.1799,0.0177,0.0385,27.19,Settled
