card_id,product_id,cardholder_ref,card_type,issue_date,activation_date,expiry_date,card_status
CARD-0013895,PRD-00032,CH-0E89BC5F,Physical,2025-11-18,2025-11-23,2030-11-18,Active
CARD-0013896,PRD-00032,CH-AB802329,Virtual,2025-11-08,2025-11-11,2028-11-08,Blocked
CARD-0013897,PRD-00032,CH-D7172C85,Physical,2025-11-14,2025-11-18,2029-11-14,Active
CARD-0013898,PRD-00032,CH-634F589E,Physical,2025-11-15,2025-11-17,2028-11-15,Active
CARD-0013899,PRD-00032,CH-AFA3153C,Physical,2025-11-26,2025-12-01,2029-11-26,Active
CARD-0013900,PRD-00032,CH-50F93AD2,Physical,2025-11-02,2025-11-03,2029-11-02,Active
CARD-0013901,PRD-00032,CH-A05CEFA3,Virtual,2025-11-06,2025-11-06,2028-11-06,Active
CARD-0013902,PRD-00032,CH-88DBA487,Virtual,2025-11-11,2025-11-14,2028-11-11,Active
CARD-0013903,PRD-00032,CH-281EF235,Physical,2025-11-04,2025-11-06,2030-11-04,Active
CARD-0013904,PRD-00032,CH-B72AC824,Virtual,2025-11-03,2025-11-03,2029-11-03,Expired
CARD-0013905,PRD-00032,CH-48534F2B,Virtual,2025-11-09,2025-11-11,2029-11-09,Blocked
CARD-0013906,PRD-00032,CH-30683A88,Physical,2025-11-10,2025-11-11,2029-11-10,Active
CARD-0013907,PRD-00032,CH-9AA0B64C,Virtual,2025-11-28,2025-11-30,2028-11-28,Closed
CARD-0013908,PRD-00032,CH-8DE848D5,Virtual,2025-11-19,2025-11-24,2028-11-19,Active
CARD-0013909,PRD-00032,CH-0B10567C,Virtual,2025-11-20,2025-11-23,2028-11-20,Active
CARD-0013910,PRD-00032,CH-1645864A,Virtual,2025-11-07,2025-11-08,2028-11-07,Active
CARD-0013911,PRD-00032,CH-2363FFD7,Virtual,2025-11-08,2025-11-12,2030-11-08,Active
CARD-0013912,PRD-00032,CH-CD18FFCD,Virtual,2025-11-13,2025-11-15,2029-11-13,Active
CARD-0013913,PRD-00032,CH-289B73CE,Virtual,2025-11-09,2025-11-14,2028-11-09,Active
CARD-0013914,PRD-00032,CH-B1C14C7C,Physical,2025-11-01,2025-11-04,2028-11-01,Closed
CARD-0013915,PRD-00032,CH-CF119520,Virtual,2025-11-12,2025-11-12,2028-11-12,Active
CARD-0013916,PRD-00032,CH-73535551,Virtual,2025-11-26,2025-12-01,2029-11-26,Active
CARD-0013917,PRD-00032,CH-B0A20005,Physical,2025-11-25,2025-11-26,2030-11-25,Active
CARD-0013918,PRD-00032,CH-F7F4C985,Virtual,2025-11-09,2025-11-10,2028-11-09,Active
CARD-0013919,PRD-00032,CH-7B69082F,Virtual,2025-11-09,2025-11-11,2029-11-09,Active
CARD-0013920,PRD-00032,CH-6C8375B5,Virtual,2025-11-25,2025-11-26,2030-11-25,Active
CARD-0013921,PRD-00032,CH-E2DFF5E3,Virtual,2025-11-12,2025-11-13,2028-11-12,Active
CARD-0013922,PRD-00032,CH-B5DA3A96,Virtual,2025-11-12,2025-11-12,2030-11-12,Active
CARD-0013923,PRD-00032,CH-583CB7CB,Virtual,2025-11-13,2025-11-18,2028-11-13,Active
CARD-0013924,PRD-00032,CH-FD16E3C1,Physical,2025-11-24,2025-11-25,2029-11-24,Active
CARD-0013925,PRD-00032,CH-26178762,Virtual,2025-11-15,2025-11-19,2028-11-15,Active
CARD-0013926,PRD-00032,CH-1D115C12,Physical,2025-11-21,2025-11-24,2030-11-21,Active
CARD-0013927,PRD-00032,CH-31CEC987,Physical,2025-11-25,2025-11-29,2029-11-25,Closed
CARD-0013928,PRD-00032,CH-43F5C5F3,Physical,2025-11-09,2025-11-13,2029-11-09,Active
CARD-0013929,PRD-00032,CH-5C46876C,Virtual,2025-11-26,2025-11-26,2028-11-26,Active
CARD-0013930,PRD-00032,CH-7858F301,Physical,2025-11-20,2025-11-21,2028-11-20,Closed
CARD-0013931,PRD-00032,CH-C416B278,Physical,2025-11-19,2025-11-24,2030-11-19,Active
CARD-0013932,PRD-00032,CH-904FDA43,Physical,2025-11-08,2025-11-09,2029-11-08,Active
CARD-0013933,PRD-00032,CH-98D947F3,Virtual,2025-11-28,2025-12-03,2030-11-28,Active
CARD-0013934,PRD-00032,CH-25C0EAC3,Physical,2025-11-26,2025-12-01,2028-11-26,Active
CARD-0013935,PRD-00032,CH-C17DBBDB,Physical,2025-11-10,2025-11-14,2030-11-10,Active
CARD-0013936,PRD-00032,CH-6B213DA9,Physical,2025-11-25,2025-11-25,2030-11-25,Expired
CARD-0013937,PRD-00032,CH-BC253805,Physical,2025-11-01,2025-11-05,2029-11-01,Active
CARD-0013938,PRD-00032,CH-2760D682,Physical,2025-11-04,2025-11-06,2030-11-04,Active
CARD-0013939,PRD-00032,CH-E806ABCC,Physical,2025-11-12,2025-11-15,2028-11-12,Active
CARD-0013940,PRD-00032,CH-3CA28C66,Virtual,2025-11-15,2025-11-15,2029-11-15,Active
CARD-0013941,PRD-00032,CH-06C31D4D,Physical,2025-11-16,2025-11-19,2030-11-16,Active
CARD-0013942,PRD-00032,CH-488542BF,Physical,2025-11-05,2025-11-06,2030-11-05,Closed
CARD-0013943,PRD-00032,CH-5A4A9F63,Physical,2025-11-08,2025-11-09,2030-11-08,Active
CARD-0013944,PRD-00032,CH-EFD2C655,Physical,2025-12-24,2025-12-26,2028-12-24,Active
CARD-0013945,PRD-00032,CH-52E74FA7,Virtual,2025-12-08,2025-12-13,2029-12-08,Active
CARD-0013946,PRD-00032,CH-94A451D7,Virtual,2025-12-05,2025-12-10,2030-12-05,Active
CARD-0013947,PRD-00032,CH-F832CEE9,Virtual,2025-12-27,2026-01-01,2030-12-27,Active
CARD-0013948,PRD-00032,CH-55345DB3,Physical,2025-12-23,2025-12-25,2028-12-23,Active
CARD-0013949,PRD-00032,CH-7F98638D,Physical,2025-12-26,2025-12-29,2029-12-26,Active
CARD-0013950,PRD-00032,CH-9B1025A3,Physical,2025-12-18,2025-12-18,2028-12-18,Active
CARD-0013951,PRD-00032,CH-EC45449D,Virtual,2025-12-18,2025-12-21,2030-12-18,Active
CARD-0013952,PRD-00032,CH-A56B22A2,Physical,2025-12-18,2025-12-21,2028-12-18,Active
CARD-0013953,PRD-00032,CH-DB9A7707,Virtual,2025-12-07,2025-12-07,2029-12-07,Active
CARD-0013954,PRD-00032,CH-B921FC8C,Virtual,2025-12-07,2025-12-12,2030-12-07,Active
CARD-0013955,PRD-00032,CH-ADA9EE55,Virtual,2025-12-28,2025-12-29,2030-12-28,Closed
CARD-0013956,PRD-00032,CH-077BBB90,Physical,2025-12-05,2025-12-06,2030-12-05,Active
CARD-0013957,PRD-00032,CH-BDE896B8,Physical,2025-12-09,2025-12-12,2028-12-09,Blocked
CARD-0013958,PRD-00032,CH-90C8E07D,Virtual,2025-12-28,2026-01-01,2030-12-28,Active
CARD-0013959,PRD-00032,CH-FBA938BC,Virtual,2025-12-24,2025-12-24,2028-12-24,Active
CARD-0013960,PRD-00032,CH-F2B2C28C,Virtual,2025-12-10,2025-12-14,2029-12-10,Closed
CARD-0013961,PRD-00032,CH-EDDB870A,Physical,2025-12-09,2025-12-11,2029-12-09,Active
CARD-0013962,PRD-00032,CH-F26B0D7D,Physical,2025-12-09,2025-12-12,2029-12-09,Active
CARD-0013963,PRD-00032,CH-0FE3BED5,Virtual,2025-12-14,2025-12-14,2029-12-14,Active
CARD-0013964,PRD-00032,CH-F2EAF34C,Virtual,2025-12-01,2025-12-06,2029-12-01,Active
CARD-0013965,PRD-00032,CH-66815708,Virtual,2025-12-24,2025-12-25,2028-12-24,Active
CARD-0013966,PRD-00032,CH-9B0188FE,Physical,2025-12-25,2025-12-30,2029-12-25,Active
CARD-0013967,PRD-00032,CH-F044E1B6,Virtual,2025-12-05,2025-12-10,2029-12-05,Active
CARD-0013968,PRD-00032,CH-EAED87D9,Virtual,2025-12-18,2025-12-18,2028-12-18,Active
CARD-0013969,PRD-00032,CH-573C1173,Physical,2025-12-19,2025-12-23,2030-12-19,Active
CARD-0013970,PRD-00032,CH-09E676FE,Virtual,2025-12-21,2025-12-23,2030-12-21,Active
CARD-0013971,PRD-00032,CH-D92D0883,Physical,2025-12-26,2025-12-31,2029-12-26,Active
CARD-0013972,PRD-00032,CH-9C91E8E5,Virtual,2025-12-11,2025-12-14,2030-12-11,Active
CARD-0013973,PRD-00032,CH-9960C169,Physical,2025-12-06,2025-12-06,2029-12-06,Active
CARD-0013974,PRD-00032,CH-E990B82E,Physical,2025-12-23,2025-12-23,2029-12-23,Closed
CARD-0013975,PRD-00032,CH-BA65CCC0,Virtual,2025-12-10,2025-12-13,2028-12-10,Active
CARD-0013976,PRD-00032,CH-3192385D,Virtual,2025-12-04,2025-12-08,2029-12-04,Active
CARD-0013977,PRD-00032,CH-AFAE9588,Virtual,2025-12-16,2025-12-20,2028-12-16,Active
CARD-0013978,PRD-00032,CH-BC14C1E5,Physical,2025-12-05,2025-12-09,2029-12-05,Active
CARD-0013979,PRD-00032,CH-1293D2D6,Physical,2025-12-28,2025-12-28,2030-12-28,Closed
CARD-0013980,PRD-00032,CH-93F73F1A,Physical,2025-12-11,2025-12-15,2029-12-11,Active
CARD-0013981,PRD-00032,CH-A617A28C,Physical,2025-12-28,2026-01-02,2028-12-28,Active
CARD-0013982,PRD-00032,CH-00A0333E,Physical,2025-12-16,2025-12-20,2030-12-16,Active
CARD-0013983,PRD-00032,CH-065F39B5,Physical,2025-12-17,2025-12-17,2030-12-17,Expired
CARD-0013984,PRD-00032,CH-2C5FC4E1,Physical,2025-12-19,2025-12-19,2028-12-19,Active
CARD-0013985,PRD-00032,CH-DDAB1A73,Virtual,2025-12-21,2025-12-22,2030-12-21,Active
CARD-0013986,PRD-00032,CH-203C8303,Virtual,2025-12-07,2025-12-10,2030-12-07,Active
CARD-0013987,PRD-00032,CH-3BB14342,Physical,2025-12-19,2025-12-22,2028-12-19,Active
CARD-0013988,PRD-00032,CH-BFA418D4,Physical,2025-12-28,2025-12-29,2030-12-28,Active
CARD-0013989,PRD-00032,CH-C787021C,Physical,2025-12-11,2025-12-12,2028-12-11,Active
CARD-0013990,PRD-00032,CH-9ED55243,Physical,2025-12-16,2025-12-18,2030-12-16,Active
CARD-0013991,PRD-00032,CH-BC3F1ED3,Physical,2025-12-27,2025-12-29,2029-12-27,Active
CARD-0013992,PRD-00032,CH-71E54252,Virtual,2025-12-26,2025-12-27,2030-12-26,Active
CARD-0013993,PRD-00032,CH-8C2918D1,Physical,2025-12-06,2025-12-07,2029-12-06,Active
CARD-0013994,PRD-00032,CH-66756E5C,Physical,2025-12-27,2026-01-01,2028-12-27,Active
CARD-0013995,PRD-00032,CH-B16673B7,Physical,2025-12-15,2025-12-16,2029-12-15,Active
CARD-0013996,PRD-00032,CH-B1966DD3,Physical,2025-12-16,2025-12-18,2030-12-16,Active
CARD-0013997,PRD-00032,CH-F5C19FF1,Physical,2025-12-02,2025-12-04,2029-12-02,Active
CARD-0013998,PRD-00032,CH-2ADB7302,Virtual,2025-12-13,2025-12-17,2028-12-13,Active
CARD-0013999,PRD-00032,CH-8DAC08C7,Virtual,2025-12-06,2025-12-06,2030-12-06,Active
CARD-0014000,PRD-00032,CH-4239433A,Physical,2025-12-12,2025-12-17,2028-12-12,Active
CARD-0014001,PRD-00032,CH-5D9CDDBA,Virtual,2025-12-28,2025-12-28,2030-12-28,Active
CARD-0014002,PRD-00032,CH-2329A529,Virtual,2025-12-01,2025-12-06,2030-12-01,Active
CARD-0014003,PRD-00032,CH-7DB6BCA4,Physical,2025-12-10,2025-12-10,2030-12-10,Active
CARD-0014004,PRD-00032,CH-915FCF53,Physical,2025-12-25,2025-12-26,2029-12-25,Active
CARD-0014005,PRD-00032,CH-D2690F57,Virtual,2025-12-13,2025-12-14,2029-12-13,Blocked
CARD-0014006,PRD-00032,CH-E2D88847,Physical,2025-12-16,2025-12-16,2028-12-16,Active
CARD-0014007,PRD-00032,CH-70A143E1,Virtual,2025-12-05,2025-12-09,2029-12-05,Active
CARD-0014008,PRD-00032,CH-41CF509D,Virtual,2025-12-09,2025-12-10,2030-12-09,Active
CARD-0014009,PRD-00032,CH-57B75676,Virtual,2025-12-23,2025-12-27,2028-12-23,Closed
CARD-0014010,PRD-00032,CH-37AF51D8,Physical,2025-12-22,2025-12-24,2029-12-22,Active
CARD-0014011,PRD-00032,CH-B1E37336,Virtual,2025-12-10,2025-12-15,2030-12-10,Blocked
CARD-0014012,PRD-00032,CH-8C260259,Virtual,2025-12-20,2025-12-23,2030-12-20,Active
CARD-0014013,PRD-00032,CH-039BAA2C,Virtual,2025-12-03,2025-12-03,2030-12-03,Active
CARD-0014014,PRD-00032,CH-B26697FF,Physical,2025-12-02,2025-12-07,2029-12-02,Closed
CARD-0014015,PRD-00032,CH-6AA49B3D,Physical,2025-12-21,2025-12-22,2030-12-21,Active
CARD-0014016,PRD-00032,CH-7549334E,Physical,2025-12-12,2025-12-14,2028-12-12,Active
CARD-0014017,PRD-00032,CH-FE77457F,Virtual,2025-12-20,2025-12-21,2028-12-20,Active
CARD-0014018,PRD-00032,CH-E7A656B3,Virtual,2025-12-07,2025-12-12,2029-12-07,Active
CARD-0014019,PRD-00032,CH-9B4E4FB0,Virtual,2025-12-03,2025-12-06,2029-12-03,Active
CARD-0014020,PRD-00032,CH-27350BFC,Virtual,2025-12-08,2025-12-13,2028-12-08,Closed
CARD-0014021,PRD-00032,CH-661D5CA4,Virtual,2025-12-08,2025-12-08,2030-12-08,Active
CARD-0014022,PRD-00032,CH-9946F64C,Physical,2025-12-03,2025-12-03,2029-12-03,Active
CARD-0014023,PRD-00032,CH-FD28CE09,Virtual,2025-12-28,2026-01-01,2030-12-28,Active
CARD-0014024,PRD-00032,CH-AFE05F6D,Physical,2025-12-09,2025-12-13,2030-12-09,Active
CARD-0014025,PRD-00032,CH-A4D6B520,Virtual,2025-12-05,2025-12-10,2030-12-05,Active
CARD-0014026,PRD-00032,CH-1E994781,Physical,2025-12-19,2025-12-20,2029-12-19,Active
CARD-0014027,PRD-00032,CH-57731B00,Virtual,2025-12-13,2025-12-17,2030-12-13,Active
CARD-0014028,PRD-00032,CH-1314847D,Physical,2025-12-04,2025-12-07,2029-12-04,Active
CARD-0014029,PRD-00032,CH-6C9B568F,Physical,2025-12-09,2025-12-14,2028-12-09,Closed
CARD-0014030,PRD-00032,CH-BA87E001,Physical,2025-12-03,2025-12-03,2030-12-03,Active
CARD-0014031,PRD-00032,CH-83EB6CCE,Physical,2025-12-01,2025-12-02,2029-12-01,Active
CARD-0014032,PRD-00032,CH-130367D1,Virtual,2025-12-09,2025-12-11,2029-12-09,Active
CARD-0014033,PRD-00032,CH-A429D643,Virtual,2025-12-25,2025-12-25,2029-12-25,Closed
CARD-0014034,PRD-00032,CH-FFDC690C,Physical,2025-12-22,2025-12-27,2030-12-22,Active
CARD-0014035,PRD-00032,CH-93C53F25,Virtual,2025-12-19,2025-12-21,2029-12-19,Active
CARD-0014036,PRD-00032,CH-10691EF4,Virtual,2025-12-03,2025-12-05,2029-12-03,Active
CARD-0014037,PRD-00032,CH-8610FD12,Physical,2025-12-28,2026-01-02,2028-12-28,Active
CARD-0014038,PRD-00032,CH-E14F5DD1,Virtual,2025-12-07,2025-12-11,2029-12-07,Active
CARD-0014039,PRD-00032,CH-FF284D23,Virtual,2025-12-20,2025-12-24,2028-12-20,Active
CARD-0014040,PRD-00032,CH-AF494D53,Physical,2025-12-09,2025-12-09,2028-12-09,Active
CARD-0014041,PRD-00032,CH-5F82366B,Virtual,2025-12-01,2025-12-05,2029-12-01,Active
CARD-0014042,PRD-00032,CH-154CFA54,Physical,2025-12-18,2025-12-19,2028-12-18,Active
CARD-0014043,PRD-00032,CH-049C0661,Physical,2025-12-07,2025-12-10,2028-12-07,Active
CARD-0014044,PRD-00032,CH-15E9E019,Physical,2025-12-26,2025-12-31,2029-12-26,Active
CARD-0014045,PRD-00032,CH-AE505915,Virtual,2025-12-02,2025-12-06,2029-12-02,Active
CARD-0014046,PRD-00032,CH-85B56B35,Virtual,2025-12-27,2025-12-29,2030-12-27,Active
CARD-0014047,PRD-00032,CH-B3D3D8FE,Virtual,2025-12-01,2025-12-04,2030-12-01,Active
CARD-0014048,PRD-00032,CH-B130088B,Virtual,2025-12-04,2025-12-08,2028-12-04,Active
CARD-0014049,PRD-00032,CH-AF6650BE,Virtual,2025-12-13,2025-12-17,2029-12-13,Active
CARD-0014050,PRD-00032,CH-E5FE5596,Virtual,2026-01-06,2026-01-07,2029-01-06,Active
CARD-0014051,PRD-00032,CH-0A16BF21,Virtual,2026-01-24,2026-01-26,2030-01-24,Active
CARD-0014052,PRD-00032,CH-1A7C6479,Physical,2026-01-23,2026-01-27,2030-01-23,Active
CARD-0014053,PRD-00032,CH-78A6D44A,Virtual,2026-01-07,2026-01-10,2029-01-07,Active
CARD-0014054,PRD-00032,CH-48F48822,Physical,2026-01-24,2026-01-26,2031-01-24,Active
CARD-0014055,PRD-00032,CH-F99C58AE,Physical,2026-01-15,2026-01-18,2031-01-15,Active
CARD-0014056,PRD-00032,CH-BB64F988,Physical,2026-01-17,2026-01-17,2031-01-17,Active
CARD-0014057,PRD-00032,CH-73F8933A,Virtual,2026-01-16,2026-01-21,2031-01-16,Expired
CARD-0014058,PRD-00032,CH-E9799C8E,Physical,2026-01-21,2026-01-21,2031-01-21,Active
CARD-0014059,PRD-00032,CH-AB70DCDA,Physical,2026-01-20,2026-01-20,2030-01-20,Active
CARD-0014060,PRD-00032,CH-113F6606,Physical,2026-01-16,2026-01-19,2031-01-16,Active
CARD-0014061,PRD-00032,CH-D42431AC,Physical,2026-01-24,2026-01-26,2030-01-24,Active
CARD-0014062,PRD-00032,CH-0D1E2C3F,Physical,2026-01-11,2026-01-16,2031-01-11,Active
CARD-0014063,PRD-00032,CH-D0B3B3F2,Physical,2026-01-24,2026-01-25,2031-01-24,Blocked
CARD-0014064,PRD-00032,CH-BCA61571,Physical,2026-01-24,2026-01-26,2030-01-24,Active
CARD-0014065,PRD-00032,CH-2D3658ED,Virtual,2026-01-28,2026-02-01,2029-01-28,Active
CARD-0014066,PRD-00032,CH-260A786F,Virtual,2026-01-28,2026-01-31,2030-01-28,Active
CARD-0014067,PRD-00032,CH-90BA84D5,Physical,2026-01-15,2026-01-15,2030-01-15,Active
CARD-0014068,PRD-00032,CH-C339D513,Virtual,2026-01-09,2026-01-13,2031-01-09,Closed
CARD-0014069,PRD-00032,CH-B40D66DD,Physical,2026-01-15,2026-01-16,2030-01-15,Active
CARD-0014070,PRD-00032,CH-0863C0D1,Virtual,2026-01-11,2026-01-15,2030-01-11,Active
CARD-0014071,PRD-00032,CH-ACB15B9B,Virtual,2026-01-10,2026-01-10,2030-01-10,Active
CARD-0014072,PRD-00032,CH-E2BCF839,Physical,2026-01-20,2026-01-20,2030-01-20,Active
CARD-0014073,PRD-00032,CH-9FD6BB59,Physical,2026-01-27,2026-02-01,2031-01-27,Active
CARD-0014074,PRD-00032,CH-44DF2D21,Virtual,2026-01-19,2026-01-21,2029-01-19,Active
CARD-0014075,PRD-00032,CH-B15C9203,Virtual,2026-01-28,2026-01-29,2031-01-28,Active
CARD-0014076,PRD-00032,CH-EFE3D82E,Physical,2026-01-27,2026-01-31,2029-01-27,Active
CARD-0014077,PRD-00032,CH-DE3F7AA4,Physical,2026-01-27,2026-01-31,2031-01-27,Active
CARD-0014078,PRD-00032,CH-98521E56,Virtual,2026-01-26,2026-01-29,2031-01-26,Active
CARD-0014079,PRD-00032,CH-7388B94E,Physical,2026-01-24,2026-01-26,2030-01-24,Active
CARD-0014080,PRD-00032,CH-D4D7B736,Physical,2026-01-21,2026-01-21,2030-01-21,Active
CARD-0014081,PRD-00032,CH-26BEBCD7,Virtual,2026-01-27,2026-01-27,2030-01-27,Active
CARD-0014082,PRD-00032,CH-AE326C53,Physical,2026-01-13,2026-01-13,2030-01-13,Active
CARD-0014083,PRD-00032,CH-4206B9BE,Physical,2026-01-05,2026-01-08,2030-01-05,Active
CARD-0014084,PRD-00032,CH-0E6042FE,Physical,2026-01-15,2026-01-17,2031-01-15,Active
CARD-0014085,PRD-00032,CH-48C23668,Virtual,2026-01-02,2026-01-07,2031-01-02,Active
CARD-0014086,PRD-00032,CH-B8033157,Physical,2026-01-17,2026-01-18,2029-01-17,Blocked
CARD-0014087,PRD-00032,CH-0A12CCE6,Virtual,2026-01-15,2026-01-18,2029-01-15,Active
CARD-0014088,PRD-00032,CH-AE102E50,Physical,2026-01-06,2026-01-08,2029-01-06,Blocked
CARD-0014089,PRD-00032,CH-E68452B9,Virtual,2026-01-06,2026-01-11,2030-01-06,Active
CARD-0014090,PRD-00032,CH-3D04DD10,Virtual,2026-01-15,2026-01-17,2029-01-15,Blocked
CARD-0014091,PRD-00032,CH-FBB97C38,Physical,2026-01-17,2026-01-18,2029-01-17,Blocked
CARD-0014092,PRD-00032,CH-DE4F591D,Virtual,2026-01-26,2026-01-31,2030-01-26,Active
CARD-0014093,PRD-00032,CH-CBD529AC,Virtual,2026-01-26,2026-01-26,2030-01-26,Closed
CARD-0014094,PRD-00032,CH-92CC391D,Physical,2026-01-03,2026-01-04,2031-01-03,Closed
CARD-0014095,PRD-00032,CH-9BA0F67B,Physical,2026-01-07,2026-01-12,2031-01-07,Active
CARD-0014096,PRD-00032,CH-1D7E8D27,Virtual,2026-01-21,2026-01-26,2029-01-21,Active
CARD-0014097,PRD-00032,CH-6070FD1E,Virtual,2026-01-08,2026-01-11,2029-01-08,Active
CARD-0014098,PRD-00032,CH-D6654397,Virtual,2026-01-24,2026-01-24,2030-01-24,Active
CARD-0014099,PRD-00032,CH-7F145D85,Physical,2026-01-18,2026-01-19,2031-01-18,Active
CARD-0014100,PRD-00032,CH-CBB3FB51,Virtual,2026-01-04,2026-01-09,2029-01-04,Active
CARD-0014101,PRD-00032,CH-A844C2C1,Virtual,2026-01-17,2026-01-18,2029-01-17,Active
CARD-0014102,PRD-00032,CH-855DF63B,Virtual,2026-01-27,2026-01-29,2031-01-27,Active
CARD-0014103,PRD-00032,CH-64179FF7,Virtual,2026-01-07,2026-01-11,2031-01-07,Active
CARD-0014104,PRD-00032,CH-466886D1,Virtual,2026-01-28,2026-02-01,2029-01-28,Active
CARD-0014105,PRD-00032,CH-08EC979A,Virtual,2026-01-05,2026-01-07,2029-01-05,Active
CARD-0014106,PRD-00032,CH-F4BC95DB,Physical,2026-01-12,2026-01-15,2031-01-12,Active
CARD-0014107,PRD-00032,CH-80D94D20,Physical,2026-01-13,2026-01-18,2029-01-13,Active
CARD-0014108,PRD-00032,CH-BC065165,Physical,2026-01-02,2026-01-02,2029-01-02,Closed
CARD-0014109,PRD-00032,CH-71B7A9B3,Physical,2026-01-14,2026-01-17,2031-01-14,Active
CARD-0014110,PRD-00032,CH-06DCF783,Physical,2026-01-01,2026-01-06,2029-01-01,Active
CARD-0014111,PRD-00032,CH-8ECEAC56,Virtual,2026-01-27,2026-02-01,2030-01-27,Active
CARD-0014112,PRD-00032,CH-4228EE4F,Virtual,2026-01-03,2026-01-03,2029-01-03,Closed
CARD-0014113,PRD-00032,CH-513D0F10,Physical,2026-01-06,2026-01-11,2029-01-06,Active
CARD-0014114,PRD-00032,CH-BC944672,Physical,2026-01-07,2026-01-10,2030-01-07,Active
CARD-0014115,PRD-00032,CH-E6BFAC63,Virtual,2026-01-19,2026-01-21,2031-01-19,Active
CARD-0014116,PRD-00032,CH-F679ED15,Virtual,2026-01-23,2026-01-26,2031-01-23,Active
CARD-0014117,PRD-00032,CH-84A0C59E,Virtual,2026-01-14,2026-01-15,2031-01-14,Active
CARD-0014118,PRD-00032,CH-DC91F73A,Physical,2026-01-12,2026-01-12,2029-01-12,Active
CARD-0014119,PRD-00032,CH-4012B2A4,Physical,2026-01-16,2026-01-17,2029-01-16,Active
CARD-0014120,PRD-00032,CH-E5A63A1B,Virtual,2026-01-10,2026-01-15,2030-01-10,Active
CARD-0014121,PRD-00032,CH-AB167F5D,Virtual,2026-01-09,2026-01-11,2029-01-09,Active
CARD-0014122,PRD-00032,CH-98B13A81,Physical,2026-01-13,2026-01-14,2030-01-13,Closed
CARD-0014123,PRD-00032,CH-138D41D8,Physical,2026-01-01,2026-01-03,2029-01-01,Closed
CARD-0014124,PRD-00032,CH-93AE1447,Virtual,2026-01-06,2026-01-06,2029-01-06,Active
CARD-0014125,PRD-00032,CH-AA7F8799,Physical,2026-01-13,2026-01-18,2030-01-13,Active
CARD-0014126,PRD-00032,CH-A8B9704C,Virtual,2026-01-24,2026-01-24,2029-01-24,Active
CARD-0014127,PRD-00032,CH-32D4CDDC,Virtual,2026-01-26,2026-01-31,2031-01-26,Active
CARD-0014128,PRD-00032,CH-EFDEDA89,Physical,2026-01-24,2026-01-24,2029-01-24,Expired
CARD-0014129,PRD-00032,CH-E0A95F2F,Physical,2026-01-11,2026-01-14,2029-01-11,Closed
CARD-0014130,PRD-00032,CH-27FC80EC,Physical,2026-01-25,2026-01-30,2029-01-25,Blocked
CARD-0014131,PRD-00032,CH-6B28C95B,Virtual,2026-01-02,2026-01-07,2030-01-02,Active
CARD-0014132,PRD-00032,CH-9DBF4277,Physical,2026-01-09,2026-01-14,2029-01-09,Active
CARD-0014133,PRD-00032,CH-A9A68FE6,Physical,2026-01-25,2026-01-25,2029-01-25,Active
CARD-0014134,PRD-00032,CH-55BF0D58,Physical,2026-01-02,2026-01-02,2029-01-02,Active
CARD-0014135,PRD-00032,CH-8BF12F23,Physical,2026-01-22,2026-01-24,2030-01-22,Active
CARD-0014136,PRD-00032,CH-930EEA1A,Virtual,2026-01-06,2026-01-10,2031-01-06,Expired
CARD-0014137,PRD-00032,CH-ED5EF65E,Virtual,2026-01-11,2026-01-16,2030-01-11,Expired
CARD-0014138,PRD-00032,CH-8C4DB74A,Virtual,2026-01-12,2026-01-13,2029-01-12,Active
CARD-0014139,PRD-00032,CH-9C191331,Physical,2026-01-16,2026-01-19,2031-01-16,Active
CARD-0014140,PRD-00032,CH-DA96E847,Physical,2026-01-25,2026-01-29,2031-01-25,Active
CARD-0014141,PRD-00032,CH-787166B2,Physical,2026-01-06,2026-01-08,2031-01-06,Active
CARD-0014142,PRD-00032,CH-9BDD9BC7,Virtual,2026-01-26,2026-01-30,2029-01-26,Active
CARD-0014143,PRD-00032,CH-72652F1E,Physical,2026-01-18,2026-01-21,2031-01-18,Blocked
CARD-0014144,PRD-00032,CH-4B70A26C,Virtual,2026-01-25,2026-01-27,2030-01-25,Active
CARD-0014145,PRD-00032,CH-EF7B50AB,Virtual,2026-01-15,2026-01-17,2030-01-15,Active
CARD-0014146,PRD-00032,CH-7B55DDCD,Physical,2026-01-07,2026-01-11,2031-01-07,Active
CARD-0014147,PRD-00032,CH-4087A859,Physical,2026-02-19,2026-02-19,2029-02-19,Active
CARD-0014148,PRD-00032,CH-CB5DE8A8,Virtual,2026-02-06,2026-02-11,2031-02-06,Active
CARD-0014149,PRD-00032,CH-4322D917,Physical,2026-02-08,2026-02-08,2030-02-08,Active
CARD-0014150,PRD-00032,CH-2EE3AC82,Virtual,2026-02-13,2026-02-18,2029-02-13,Active
CARD-0014151,PRD-00032,CH-0C23ABB7,Physical,2026-02-26,2026-03-02,2030-02-26,Active
CARD-0014152,PRD-00032,CH-CCF4C23D,Virtual,2026-02-06,2026-02-11,2029-02-06,Active
CARD-0014153,PRD-00032,CH-E5A5723F,Virtual,2026-02-09,2026-02-11,2031-02-09,Active
CARD-0014154,PRD-00032,CH-DD40F619,Virtual,2026-02-15,2026-02-19,2031-02-15,Active
CARD-0014155,PRD-00032,CH-9EA2EC30,Virtual,2026-02-12,2026-02-14,2031-02-12,Active
